,plot_key,date.x,light_dark,time_in,time_out,ch4_umol_m2_s,co2_umol_m2_s,ch4_mgCH4_m2_d,co2_gC_m2_d,avg_par,surface_temp,air_temp,x5cm_soil_temp,x12cm_soil_temp,soil_moisture_avg,vegetation_avg,functional_group,prevelant_vegetation,chamber_mean_temp,slope_aspect,soil_depth_1,soil_depth_2,soil_depth_3,soil_depth_avg,vegetation_height_1,vegetation_height_2,vegetation_height_3,vegetation_height_4,vegetation_height_5,date.y,veg_height_mean,veg_height_max,veg_height_sd,soil_depth_min,soil_depth_max,total_cover_all,cover_Prostrate.Shrub,cover_Barren,cover_Graminoid,cover_Forb,cover_Erect.Shrub,prop_Prostrate.Shrub,prop_Barren,prop_Graminoid,prop_Forb,prop_Erect.Shrub,richness,H,evenness,cover_shrub,cover_graminoid,cover_forb,cover_moss,cover_lichen,shrub_to_herb,bryo_lichen_sum,gcc_mean,gcc_med,gcc_p90,exg_mean,vari_mean,bulk_density_g_cm3,volumetric_water_content_percent,total_n,no3_n,nh4_n,p,k,ca,mg,s,fe,mn,cu,zn,b,al,cd,date,p_h,ER_umol_m2_s,GPP_umol_m2_s,ER_gC_m2_d,GPP_gC_m2_d,bm_forb,bm_moss_lichen,bm_shrub,bm_dead,bm_graminoid,bm_biomass_total_g,bm_prop_forb,bm_prop_moss_lichen,bm_prop_shrub,bm_prop_dead,bm_prop_graminoid,total_N,total_C,LOI_mean,LOI_sd,inorg_C,Lat,Lon,Elevation (ft)
33,Cas_23,7/22/2025,D,23:22,23:24,0.000341264,0.292499403,0.472943104,0.303263381,423,16.8,15.1,12,9.2,24.46666667,7,Prostrate Shrub,Arctic Willow,21.384625,0,21,17,14,17.33333333,2,7,6,2,16,7/22/2025,6.6,16,5.727128425,14,21,100,30,25,25,20,0,0.3,0.25,0.25,0.2,0,4,1.376226604,0.992737649,30,25,20,0,0,0.666666652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.292499403,0.027264742,0.303263381,0.028268085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,6.13,NA,NA,NA,59.29078,-129.75731,5580
34,Cas_23,7/22/2025,L,NA,23:22,0.000313747,0.265234661,0.434808676,0.274995297,423,16.8,15.1,12,9.2,24.46666667,7,Prostrate Shrub,Arctic Willow,21.384625,0,21,17,14,17.33333333,2,7,6,2,16,7/22/2025,6.6,16,5.727128425,14,21,100,30,25,25,20,0,0.3,0.25,0.25,0.2,0,4,1.376226604,0.992737649,30,25,20,0,0,0.666666652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.292499403,0.027264742,0.303263381,0.028268085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,6.13,NA,NA,NA,NA,NA,NA
35,Cas_24,7/22/2025,D,23:29,23:32,0.000505348,0.36891257,0.700338995,0.382488552,1089,25.7,16,11,9.5,27.06666667,3,Prostrate Shrub,Net-leaved Willow,21.384625,2,21,31,19,23.66666667,2,4,1,3,4,7/22/2025,2.8,4,1.303840481,19,31,100,85,3,7,5,0,0.85,0.03,0.07,0.05,0,4,0.579272643,0.417856885,85,7,5,0,0,7.083332743,0,0.384256172,0.372093023,0.468531469,0.125101504,-1.49571599,0.286042017,28.97749767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.36891257,-0.173533663,0.382488552,-0.179919701,0.2706,0,9.5904,10.3984,1.0888,21.3482,0.012675542,0,0.449236938,0.487085562,0.051001958,0.49,6.4,63.65028081,2.057482959,NA,59.29082,-129.75729,5582
36,Cas_24,7/22/2025,L,NA,23:29,0.000521734,0.542446232,0.723048237,0.562408254,1089,25.7,16,11,9.5,27.06666667,3,Prostrate Shrub,Net-leaved Willow,21.384625,2,21,31,19,23.66666667,2,4,1,3,4,7/22/2025,2.8,4,1.303840481,19,31,100,85,3,7,5,0,0.85,0.03,0.07,0.05,0,4,0.579272643,0.417856885,85,7,5,0,0,7.083332743,0,0.384256172,0.372093023,0.468531469,0.125101504,-1.49571599,0.286042017,28.97749767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.36891257,-0.173533663,0.382488552,-0.179919701,0.2706,0,9.5904,10.3984,1.0888,21.3482,0.012675542,0,0.449236938,0.487085562,0.051001958,0.49,6.4,63.65028081,2.057482959,NA,NA,NA,NA
37,Cas_25,7/22/2025,D,23:37,23:40,0.000569701,0.358457445,0.789523143,0.371648679,668,22.2,16.3,11.6,9.8,25.13333333,3,Barren,Barren,21.384625,9,12,20,13,15,2,0,1,11,0,7/22/2025,2.8,11,4.65832588,12,20,100,10,80,10,0,0,0.1,0.8,0.1,0,0,3,0.63903186,0.581671866,10,10,0,0,0,0.9999999,0,0.327924948,0.332891247,0.376262626,0.016797014,-183.1232719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.358457445,-0.024881249,0.371648679,-0.025796879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,5.81,NA,NA,NA,59.29086,-129.75726,5583
38,Cas_25,7/22/2025,L,NA,23:37,0.000507564,0.383338695,0.703411101,0.397445559,668,22.2,16.3,11.6,9.8,25.13333333,3,Barren,Barren,21.384625,9,12,20,13,15,2,0,1,11,0,7/22/2025,2.8,11,4.65832588,12,20,100,10,80,10,0,0,0.1,0.8,0.1,0,0,3,0.63903186,0.581671866,10,10,0,0,0,0.9999999,0,0.327924948,0.332891247,0.376262626,0.016797014,-183.1232719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.358457445,-0.024881249,0.371648679,-0.025796879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,5.81,NA,NA,NA,NA,NA,NA
39,Cas_26,7/22/2025,D,23:44,23:48,0.000195436,3.295412188,0.270846466,3.416683357,1268,23.4,17.8,11.6,8.3,27.43333333,3,Barren,Barren,21.384625,5,24,16,22,20.66666667,0,3,7,2,1,7/22/2025,2.6,7,2.701851217,16,24,100,5,85,10,0,0,0.05,0.85,0.1,0,0,3,0.518186213,0.471673418,5,10,0,0,0,0.49999995,0,0.338614627,0.337121212,0.363636364,0.029622033,-45.53194636,0.250237162,11.25546218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,3.295412188,3.368742455,3.416683357,3.492712178,0,63.8239,0.6307,0,0.19,64.6446,0,0.987304431,0.009756422,0,0.002939147,0.31,4.5,59.51882918,0.359066126,NA,59.2909,-129.75724,5585
40,Cas_26,7/22/2025,L,NA,23:44,-0.000726498,-0.073330267,-1.00682124,-0.076028821,1268,23.4,17.8,11.6,8.3,27.43333333,3,Barren,Barren,21.384625,5,24,16,22,20.66666667,0,3,7,2,1,7/22/2025,2.6,7,2.701851217,16,24,100,5,85,10,0,0,0.05,0.85,0.1,0,0,3,0.518186213,0.471673418,5,10,0,0,0,0.49999995,0,0.338614627,0.337121212,0.363636364,0.029622033,-45.53194636,0.250237162,11.25546218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,3.295412188,3.368742455,3.416683357,3.492712178,0,63.8239,0.6307,0,0.19,64.6446,0,0.987304431,0.009756422,0,0.002939147,0.31,4.5,59.51882918,0.359066126,NA,NA,NA,NA
41,Cas_27,7/22/2025,D,18:41,18:46,0.001242168,1.599662574,1.721465798,1.658530157,368,16.5,14.8,12.2,10.5,25.9,2,Prostrate Shrub,Arctic Willow,21.384625,2,17,17,17,17,2,2,2,2,2,7/22/2025,2,2,0,17,17,100,30,35,5,30,0,0.3,0.35,0.05,0.3,0,4,1.23960804,0.894188186,30,5,30,0,0,0.857142833,0,0.361421277,0.350364964,0.453416149,0.088536406,-58.89674635,NA,NA,2.6,2.4,0.2,4.2,36.6,482,305.9,7,0.96,0.4,0.04,0.87,0,4.6,0.008,8/6/2025,6.89,1.599662574,0.83227678,1.658530157,0.862904565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,6.59,NA,NA,NA,59.29086,-129.75704,5577
42,Cas_27,7/22/2025,L,18:37,18:41,-0.00241288,0.767385794,-3.343903673,0.795625591,368,16.5,14.8,12.2,10.5,25.9,2,Prostrate Shrub,Arctic Willow,21.384625,2,17,17,17,17,2,2,2,2,2,7/22/2025,2,2,0,17,17,100,30,35,5,30,0,0.3,0.35,0.05,0.3,0,4,1.23960804,0.894188186,30,5,30,0,0,0.857142833,0,0.361421277,0.350364964,0.453416149,0.088536406,-58.89674635,NA,NA,2.6,2.4,0.2,4.2,36.6,482,305.9,7,0.96,0.4,0.04,0.87,0,4.6,0.008,8/6/2025,6.89,1.599662574,0.83227678,1.658530157,0.862904565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,6.59,NA,NA,NA,NA,NA,NA
43,Cas_28,7/22/2025,D,18:53,18:56,-0.002429787,6.457584633,-3.367334228,6.695223748,408,15.8,14.4,11.5,10.2,20.63333333,9,Prostrate Shrub,Arctic Willow,21.384625,8,30,27,32,29.66666667,7,2,22,7,5,7/22/2025,8.6,22,7.765307463,27,32,100,10,15,20,55,0,0.1,0.15,0.2,0.55,0,4,1.16552444,0.840748165,10,20,55,0,0,0.133333332,0,0.446351812,0.43902439,0.558558559,0.198709763,-22.7414642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,6.457584633,5.103849451,6.695223748,5.291671111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,5.07,NA,NA,NA,59.29083,-129.75708,5574
44,Cas_28,7/22/2025,L,18:50,18:53,-0.004923181,1.353735182,-6.822819725,1.403552637,408,15.8,14.4,11.5,10.2,20.63333333,9,Prostrate Shrub,Arctic Willow,21.384625,8,30,27,32,29.66666667,7,2,22,7,5,7/22/2025,8.6,22,7.765307463,27,32,100,10,15,20,55,0,0.1,0.15,0.2,0.55,0,4,1.16552444,0.840748165,10,20,55,0,0,0.133333332,0,0.446351812,0.43902439,0.558558559,0.198709763,-22.7414642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,6.457584633,5.103849451,6.695223748,5.291671111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,5.07,NA,NA,NA,NA,NA,NA
45,Cas_29,7/22/2025,D,19:11,19:16,-0.000600132,0.769478401,-0.831696858,0.797795207,138,14.3,12.9,11.9,7.7,23.5,10,Graminoid,Meadow,21.384625,3,13,15,11,13,11,10,10,7,14,7/22/2025,10.4,14,2.50998008,11,15,100,10,15,70,5,0,0.1,0.15,0.7,0.05,0,4,0.914285581,0.659517637,10,70,5,0,0,0.133333332,0,0.352462993,0.340619308,0.417525773,0.055197864,-99.77589684,NA,NA,4.4,2.5,1.9,1.74,53.7,541,339.6,7,0.98,0.63,0.04,1,0.49,8.5,0.006,8/6/2025,6.89,0.769478401,-3.710849921,0.797795207,-3.847409198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,6.93,NA,NA,0.005,59.29079,-129.75708,5574
46,Cas_29,7/22/2025,L,19:08,19:11,-0.002554426,4.480328323,-3.540066299,4.645204405,138,14.3,12.9,11.9,7.7,23.5,10,Graminoid,Meadow,21.384625,3,13,15,11,13,11,10,10,7,14,7/22/2025,10.4,14,2.50998008,11,15,100,10,15,70,5,0,0.1,0.15,0.7,0.05,0,4,0.914285581,0.659517637,10,70,5,0,0,0.133333332,0,0.352462993,0.340619308,0.417525773,0.055197864,-99.77589684,NA,NA,4.4,2.5,1.9,1.74,53.7,541,339.6,7,0.98,0.63,0.04,1,0.49,8.5,0.006,8/6/2025,6.89,0.769478401,-3.710849921,0.797795207,-3.847409198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,6.93,NA,NA,0.005,NA,NA,NA
47,Cas_3,7/21/2025,D,19:23,19:25,-0.000592538,9.415517005,-0.821172666,9.76200803,1677,23.8,14.4,12.4,9.2,24.3,2,Prostrate Shrub,Arctic Willow,18.23,20,54,14,25,31,2,1.5,1.5,1.5,1,7/21/2025,1.5,2,0.353553391,14,54,100,95,3,2,0,0,0.95,0.03,0.02,0,0,3,0.232165827,0.211326443,95,2,0,0,0,47.49997625,0,0.366329192,0.353658537,0.44198895,0.097142456,-0.248163815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,9.415517005,14.57916354,9.76200803,15.11567675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,5.06,NA,NA,NA,59.29074,-129.75709,5570
48,Cas_3,7/21/2025,L,19:20,19:23,-0.002339501,-5.163646532,-3.242211896,-5.353668724,1677,23.8,14.4,12.4,9.2,24.3,2,Prostrate Shrub,Arctic Willow,18.23,20,54,14,25,31,2,1.5,1.5,1.5,1,7/21/2025,1.5,2,0.353553391,14,54,100,95,3,2,0,0,0.95,0.03,0.02,0,0,3,0.232165827,0.211326443,95,2,0,0,0,47.49997625,0,0.366329192,0.353658537,0.44198895,0.097142456,-0.248163815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,9.415517005,14.57916354,9.76200803,15.11567675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,5.06,NA,NA,NA,NA,NA,NA
49,Cas_30,7/22/2025,D,19:38,19:41,-0.000537555,2.461943452,-0.744974467,2.552542971,165,15.2,14,11.9,8.4,24.6,3,Prostrate Shrub,Net-leaved Willow,21.384625,1,25,22,18,21.66666667,2,4,4,3,1,7/22/2025,2.8,4,1.303840481,18,25,100,60,20,15,5,0,0.6,0.2,0.15,0.05,0,4,1.062737568,0.76660311,60,15,5,0,0,2.99999985,0,0.37839061,0.375,0.463054187,0.144922606,-74.15662935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.461943452,2.301567609,2.552542971,2.386265297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,8.6,NA,NA,0.01,59.29071,-129.75712,5572
50,Cas_30,7/22/2025,L,19:34,19:38,-0.000571323,0.160375843,-0.791771211,0.166277674,165,15.2,14,11.9,8.4,24.6,3,Prostrate Shrub,Net-leaved Willow,21.384625,1,25,22,18,21.66666667,2,4,4,3,1,7/22/2025,2.8,4,1.303840481,18,25,100,60,20,15,5,0,0.6,0.2,0.15,0.05,0,4,1.062737568,0.76660311,60,15,5,0,0,2.99999985,0,0.37839061,0.375,0.463054187,0.144922606,-74.15662935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.461943452,2.301567609,2.552542971,2.386265297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,8.6,NA,NA,0.01,NA,NA,NA
51,Cas_31,7/23/2025,D,19:48,19:50,-0.000448225,9.242818413,-0.621175386,9.582954131,1428,25.5,12.4,9.9,8.4,22.9,9,Prostrate Shrub,Net-leaved Willow,19.397875,7,30,5,15,16.66666667,2,3,20,3,15,7/23/2025,8.6,20,8.324662155,5,30,100,85,3,10,2,0,0.85,0.03,0.1,0.02,0,4,0.551836796,0.398066105,85,10,2,0,0,7.083332743,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,9.242818413,13.06446887,9.582954131,13.54524133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,8.99,NA,NA,NA,59.29067,-129.75715,5570
52,Cas_31,7/23/2025,L,19:45,19:48,-0.000565283,-3.821650461,-0.783401444,-3.962287198,1428,25.5,12.4,9.9,8.4,22.9,9,Prostrate Shrub,Net-leaved Willow,19.397875,7,30,5,15,16.66666667,2,3,20,3,15,7/23/2025,8.6,20,8.324662155,5,30,100,85,3,10,2,0,0.85,0.03,0.1,0.02,0,4,0.551836796,0.398066105,85,10,2,0,0,7.083332743,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,9.242818413,13.06446887,9.582954131,13.54524133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,8.99,NA,NA,NA,NA,NA,NA
53,Cas_32,7/23/2025,D,19:57,20:00,-0.00035001,5.483770614,-0.485063185,5.685573373,2094,24.9,15.2,10.5,9.5,26.73333333,6,Prostrate Shrub,Arctic Willow,19.397875,23,19,6,5,10,2,2,3,13,9,7/23/2025,5.8,13,4.969909456,5,19,100,50,15,30,5,0,0.5,0.15,0.3,0.05,0,4,1.142120043,0.823865461,50,30,5,0,0,1.428571388,0,0.374769448,0.37037037,0.473684211,0.12903143,-65.76276447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,5.483770614,8.063412277,5.685573373,8.360145849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,6.95,NA,NA,0.009,59.29063,-129.75717,5568
54,Cas_32,7/23/2025,L,19:54,19:57,-0.001911339,-2.579641663,-2.648840302,-2.674572476,2094,24.9,15.2,10.5,9.5,26.73333333,6,Prostrate Shrub,Arctic Willow,19.397875,23,19,6,5,10,2,2,3,13,9,7/23/2025,5.8,13,4.969909456,5,19,100,50,15,30,5,0,0.5,0.15,0.3,0.05,0,4,1.142120043,0.823865461,50,30,5,0,0,1.428571388,0,0.374769448,0.37037037,0.473684211,0.12903143,-65.76276447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,5.483770614,8.063412277,5.685573373,8.360145849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,6.95,NA,NA,0.009,NA,NA,NA
55,Cas_33,7/23/2025,D,20:05,20:07,-0.000136427,3.699019275,-0.18906807,3.835143184,1897,20.1,17.3,11.6,8.9,22.5,8,Forb,Mountain Sagewort,19.397875,4,40,34,7,27,5,10,3,10,10,7/23/2025,7.6,10,3.361547263,7,40,100,5,10,5,80,0,0.05,0.1,0.05,0.8,0,4,0.708346578,0.510964047,5,5,80,0,0,0.058823529,0,0.397312387,0.392215569,0.504428729,0.142252263,-95.69120496,NA,NA,17.4,1.9,15.5,55.34,132.8,821,544.8,29.7,7.75,5.54,0.1,2.53,0.23,5.4,0.021,8/6/2025,6.9,3.699019275,5.270289805,3.835143184,5.46423647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,7.62,NA,NA,0.004,59.2906,-129.75719,5565
56,Cas_33,7/23/2025,L,20:04,20:05,-0.000220603,-1.57127053,-0.305724207,-1.629093286,1897,20.1,17.3,11.6,8.9,22.5,8,Forb,Mountain Sagewort,19.397875,4,40,34,7,27,5,10,3,10,10,7/23/2025,7.6,10,3.361547263,7,40,100,5,10,5,80,0,0.05,0.1,0.05,0.8,0,4,0.708346578,0.510964047,5,5,80,0,0,0.058823529,0,0.397312387,0.392215569,0.504428729,0.142252263,-95.69120496,NA,NA,17.4,1.9,15.5,55.34,132.8,821,544.8,29.7,7.75,5.54,0.1,2.53,0.23,5.4,0.021,8/6/2025,6.9,3.699019275,5.270289805,3.835143184,5.46423647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,7.62,NA,NA,0.004,NA,NA,NA
57,Cas_34,7/23/2025,D,20:13,20:15,0.0000651,0.447874914,0.090177815,0.464356711,2052,27.2,16.2,10,9,18.7,3,Barren,Barren,19.397875,8,9,15,12,12,3,3,2,3,2,7/23/2025,2.6,3,0.547722558,9,15,100,7,90,3,0,0,0.07,0.9,0.03,0,0,3,0.386169404,0.351506539,7,3,0,0,0,2.333332556,0,0.354072196,0.339105339,0.446927374,0.056679482,-47.81130104,NA,NA,1.4,1.1,0.3,15.12,35.8,292,433.6,6.8,1,0.77,0.02,1.46,0.03,4.2,0.016,8/6/2025,6.89,0.447874914,0.411389507,0.464356711,0.42652864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,5.13,NA,NA,0.007,59.29054,-129.7572,5565
58,Cas_34,7/23/2025,L,20:10,20:13,-0.0000272,0.036485408,-0.037669006,0.037828071,2052,27.2,16.2,10,9,18.7,3,Barren,Barren,19.397875,8,9,15,12,12,3,3,2,3,2,7/23/2025,2.6,3,0.547722558,9,15,100,7,90,3,0,0,0.07,0.9,0.03,0,0,3,0.386169404,0.351506539,7,3,0,0,0,2.333332556,0,0.354072196,0.339105339,0.446927374,0.056679482,-47.81130104,NA,NA,1.4,1.1,0.3,15.12,35.8,292,433.6,6.8,1,0.77,0.02,1.46,0.03,4.2,0.016,8/6/2025,6.89,0.447874914,0.411389507,0.464356711,0.42652864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,5.13,NA,NA,0.007,NA,NA,NA
59,Cas_35,7/23/2025,D,20:22,20:25,0.000186424,2.706395356,0.258356704,2.805990705,1955,22.6,16.7,11.3,10.4,23.53333333,11,Graminoid,Meadow,19.397875,14,13,9,11,11,16,16,5,3,14,7/23/2025,10.8,16,6.300793601,9,13,100,0,25,50,25,0,0,0.25,0.5,0.25,0,3,1.039720771,0.94639463,0,50,25,0,0,0,0,0.331723945,0.333769634,0.371428571,0.014269598,-193.9585493,0.442450047,18.01456583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.706395356,3.552243044,2.805990705,3.682965588,0.701,21.3367,0,0,17.1519,39.1896,0.017887399,0.544448017,0,0,0.437664584,0.28,3.92,39.99093882,1.251278164,NA,59.29049,-129.75723,5562
60,Cas_35,7/23/2025,L,20:18,20:22,-0.000432359,-0.845847689,-0.599186958,-0.876974884,1955,22.6,16.7,11.3,10.4,23.53333333,11,Graminoid,Meadow,19.397875,14,13,9,11,11,16,16,5,3,14,7/23/2025,10.8,16,6.300793601,9,13,100,0,25,50,25,0,0,0.25,0.5,0.25,0,3,1.039720771,0.94639463,0,50,25,0,0,0,0,0.331723945,0.333769634,0.371428571,0.014269598,-193.9585493,0.442450047,18.01456583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.706395356,3.552243044,2.805990705,3.682965588,0.701,21.3367,0,0,17.1519,39.1896,0.017887399,0.544448017,0,0,0.437664584,0.28,3.92,39.99093882,1.251278164,NA,NA,NA,NA
61,Cas_36,7/23/2025,D,20:42,20:45,-0.000512247,3.687688494,-0.709900576,3.82339543,1524,14.9,14,11.5,10,29.7,13,Erect Shrub,Tall Shrub,19.397875,4,23,26,27,25.33333333,18,20,2,3,22,7/23/2025,13,22,9.695359715,23,27,100,40,1,10,10,39,0.4,0.01,0.1,0.1,0.39,5,1.240312344,0.770649389,79,10,10,0,0,3.949999803,0,0.370288849,0.376681614,0.444444444,0.1533535,-127.1250341,NA,NA,1.9,1.6,0.3,0.57,15.1,498,304,5.3,1.66,0.58,0.01,0.9,0.18,6.8,0.026,8/6/2025,6.88,3.687688494,7.43358465,3.82339543,7.707140565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,10.59,NA,NA,0.021,59.29039,-129.7571,5551
62,Cas_36,7/23/2025,L,20:39,20:42,-0.000741832,-3.745896157,-1.028072411,-3.883745135,1524,14.9,14,11.5,10,29.7,13,Erect Shrub,Tall Shrub,19.397875,4,23,26,27,25.33333333,18,20,2,3,22,7/23/2025,13,22,9.695359715,23,27,100,40,1,10,10,39,0.4,0.01,0.1,0.1,0.39,5,1.240312344,0.770649389,79,10,10,0,0,3.949999803,0,0.370288849,0.376681614,0.444444444,0.1533535,-127.1250341,NA,NA,1.9,1.6,0.3,0.57,15.1,498,304,5.3,1.66,0.58,0.01,0.9,0.18,6.8,0.026,8/6/2025,6.88,3.687688494,7.43358465,3.82339543,7.707140565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,10.59,NA,NA,0.021,NA,NA,NA
63,Cas_37,7/23/2025,D,20:32,20:36,0.000583732,2.312368578,0.808968638,2.397463742,1598,20.4,15.1,10.7,9.5,30.9,1,Prostrate Shrub,Arctic Willow,19.397875,13,30,23,28,27,1,1,1,2,1,7/23/2025,1.2,2,0.447213595,23,30,100,60,20,15,5,0,0.6,0.2,0.15,0.05,0,4,1.062737568,0.76660311,60,15,5,0,0,2.99999985,0,0.33391717,0.331034483,0.405797101,0.030019798,-177.258126,0.188347339,13.03641457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.312368578,3.676052174,2.397463742,3.811330894,0,22.0826,4.4534,7.9603,3.9559,38.4522,0,0.574287037,0.11581652,0.207018064,0.102878379,0.32,4.11,64.04366036,5.256517068,NA,59.29043,-129.75707,5553
64,Cas_37,7/23/2025,L,20:28,20:32,-0.00062473,-1.363683596,-0.865785874,-1.413867153,1598,20.4,15.1,10.7,9.5,30.9,1,Prostrate Shrub,Arctic Willow,19.397875,13,30,23,28,27,1,1,1,2,1,7/23/2025,1.2,2,0.447213595,23,30,100,60,20,15,5,0,0.6,0.2,0.15,0.05,0,4,1.062737568,0.76660311,60,15,5,0,0,2.99999985,0,0.33391717,0.331034483,0.405797101,0.030019798,-177.258126,0.188347339,13.03641457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.312368578,3.676052174,2.397463742,3.811330894,0,22.0826,4.4534,7.9603,3.9559,38.4522,0,0.574287037,0.11581652,0.207018064,0.102878379,0.32,4.11,64.04366036,5.256517068,NA,NA,NA,NA
65,Cas_38,7/23/2025,D,20:20,20:23,0.000483694,0.487993385,0.670329759,0.505951542,447,12.6,11.5,10.1,8.8,19.63333333,3,Barren,Barren,19.397875,2,19,22,30,23.66666667,5,5,2,2,3,7/23/2025,3.4,5,1.516575089,19,30,100,0,90,8,2,0,0,0.9,0.08,0.02,0,3,0.375123216,0.341451866,0,8,2,0,0,0,0,0.350991427,0.341463415,0.399350649,0.054961336,-7.308366871,NA,NA,0.5,0.5,0,7.51,13.7,538,429.9,10,1.2,0.46,0.03,0.74,0.47,10.3,0.023,8/6/2025,6.92,0.487993385,0.713318759,0.505951542,0.739568889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,6.66,NA,NA,0.011,59.29048,-129.75705,5556
66,Cas_38,7/23/2025,L,20:14,20:20,-0.00042222,-0.225325373,-0.585136242,-0.233617347,447,12.6,11.5,10.1,8.8,19.63333333,3,Barren,Barren,19.397875,2,19,22,30,23.66666667,5,5,2,2,3,7/23/2025,3.4,5,1.516575089,19,30,100,0,90,8,2,0,0,0.9,0.08,0.02,0,3,0.375123216,0.341451866,0,8,2,0,0,0,0,0.350991427,0.341463415,0.399350649,0.054961336,-7.308366871,NA,NA,0.5,0.5,0,7.51,13.7,538,429.9,10,1.2,0.46,0.03,0.74,0.47,10.3,0.023,8/6/2025,6.92,0.487993385,0.713318759,0.505951542,0.739568889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,6.66,NA,NA,0.011,NA,NA,NA
